order_date,product,category,region,channel,sales_rep,units,unit_price,discount,revenue
2025-08-09,Vertex Monitor 27,Displays,East,Retail,A. Rahman,3,379.0,0,1023.3
2025-08-09,Cobalt Keyboard,Accessories,North,Retail,A. Rahman,3,89.0,0,240.3
2025-08-09,Nimbus Tablet Mini,Tablets,North,Online,K. Tanaka,5,429.0,0.15,2096.74
2025-08-09,Pulse Earbuds,Audio,North,Online,J. Okafor,6,129.0,0.05,845.59
2025-08-09,Aurora Laptop 14,Laptops,North,Partner,K. Tanaka,1,1299.0,0.15,883.32
2025-08-10,Nimbus Tablet 11,Tablets,East,Online,L. Dubois,4,649.0,0.15,2537.59
2025-08-10,Pulse Earbuds,Audio,North,Online,J. Okafor,8,129.0,0,1186.8
2025-08-10,Cobalt Keyboard,Accessories,North,Online,M. Silva,2,89.0,0.1,184.23
2025-08-10,Vertex Monitor 32,Displays,South,Online,K. Tanaka,3,549.0,0.15,1609.94
2025-08-10,Pulse Earbuds,Audio,South,Retail,L. Dubois,5,129.0,0.05,551.48
2025-08-10,Pulse Headphones,Audio,West,Online,J. Okafor,2,249.0,0.1,515.43
2025-08-11,Pulse Earbuds,Audio,East,Partner,L. Dubois,1,129.0,0.1,92.88
2025-08-11,Nimbus Tablet 11,Tablets,North,Partner,K. Tanaka,8,649.0,0,4153.6
2025-08-11,Pulse Headphones,Audio,East,Partner,L. Dubois,6,249.0,0.15,1015.92
2025-08-11,Vertex Monitor 27,Displays,South,Online,M. Silva,5,379.0,0.1,1961.32
2025-08-11,Cobalt Mouse,Accessories,South,Retail,K. Tanaka,4,59.0,0.1,191.16
2025-08-11,Nimbus Tablet Mini,Tablets,West,Partner,L. Dubois,1,429.0,0,343.2
2025-08-12,Pulse Earbuds,Audio,West,Partner,A. Rahman,5,129.0,0.15,438.6
2025-08-12,Aurora Laptop 14,Laptops,South,Online,J. Okafor,6,1299.0,0,8963.1
2025-08-12,Aurora Laptop 16,Laptops,West,Online,K. Tanaka,8,1699.0,0.05,14849.26
2025-08-12,Cobalt Keyboard,Accessories,East,Online,J. Okafor,8,89.0,0,818.8
2025-08-13,Aurora Laptop 16,Laptops,North,Online,K. Tanaka,2,1699.0,0,3907.7
2025-08-13,Aurora Laptop 14,Laptops,East,Partner,K. Tanaka,1,1299.0,0.15,883.32
2025-08-13,Pulse Earbuds,Audio,North,Partner,M. Silva,7,129.0,0,722.4
2025-08-13,Aurora Laptop 16,Laptops,South,Partner,A. Rahman,5,1699.0,0,6796.0
2025-08-13,Nimbus Tablet Mini,Tablets,West,Online,J. Okafor,7,429.0,0.1,3108.11
2025-08-13,Cobalt Keyboard,Accessories,West,Partner,L. Dubois,9,89.0,0,640.8
2025-08-14,Vertex Monitor 32,Displays,West,Online,L. Dubois,6,549.0,0.05,3598.69
2025-08-14,Pulse Earbuds,Audio,South,Partner,K. Tanaka,6,129.0,0.1,557.28
2025-08-14,Pulse Earbuds,Audio,East,Partner,K. Tanaka,9,129.0,0,928.8
2025-08-14,Vertex Monitor 27,Displays,East,Partner,L. Dubois,6,379.0,0,1819.2
2025-08-15,Nimbus Tablet Mini,Tablets,West,Partner,K. Tanaka,7,429.0,0.05,2282.28
2025-08-15,Vertex Monitor 27,Displays,North,Partner,M. Silva,6,379.0,0,1819.2
2025-08-15,Cobalt Mouse,Accessories,North,Partner,M. Silva,12,59.0,0,566.4
2025-08-15,Nimbus Tablet Mini,Tablets,South,Retail,M. Silva,9,429.0,0,3474.9
2025-08-15,Cobalt Keyboard,Accessories,South,Online,M. Silva,7,89.0,0,716.45
2025-08-15,Pulse Earbuds,Audio,South,Online,M. Silva,5,129.0,0,741.75
2025-08-16,Cobalt Mouse,Accessories,West,Partner,M. Silva,6,59.0,0.15,240.72
2025-08-16,Vertex Monitor 32,Displays,South,Retail,L. Dubois,2,549.0,0.15,839.97
2025-08-17,Cobalt Mouse,Accessories,East,Online,A. Rahman,4,59.0,0,271.4
2025-08-17,Pulse Earbuds,Audio,East,Retail,A. Rahman,1,129.0,0.05,110.3
2025-08-18,Cobalt Mouse,Accessories,North,Partner,L. Dubois,8,59.0,0,377.6
2025-08-18,Aurora Laptop 14,Laptops,East,Partner,J. Okafor,3,1299.0,0.1,2805.84
2025-08-18,Pulse Earbuds,Audio,South,Online,K. Tanaka,9,129.0,0.05,1268.39
2025-08-19,Cobalt Mouse,Accessories,North,Online,M. Silva,9,59.0,0.05,580.12
2025-08-19,Vertex Monitor 27,Displays,South,Online,A. Rahman,3,379.0,0.15,1111.42
2025-08-19,Cobalt Keyboard,Accessories,West,Retail,K. Tanaka,8,89.0,0,640.8
2025-08-19,Cobalt Keyboard,Accessories,West,Partner,J. Okafor,6,89.0,0.1,384.48
2025-08-19,Vertex Monitor 32,Displays,West,Partner,J. Okafor,6,549.0,0.1,2371.68
2025-08-19,Cobalt Keyboard,Accessories,South,Online,L. Dubois,9,89.0,0,921.15
2025-08-20,Aurora Laptop 16,Laptops,West,Retail,M. Silva,7,1699.0,0,10703.7
2025-08-20,Nimbus Tablet Mini,Tablets,East,Retail,J. Okafor,5,429.0,0,1930.5
2025-08-21,Cobalt Mouse,Accessories,West,Partner,K. Tanaka,5,59.0,0,236.0
2025-08-21,Aurora Laptop 14,Laptops,South,Online,A. Rahman,4,1299.0,0.15,5079.09
2025-08-21,Aurora Laptop 16,Laptops,North,Online,J. Okafor,5,1699.0,0.1,8792.32
2025-08-21,Pulse Headphones,Audio,North,Retail,K. Tanaka,6,249.0,0.05,1277.37
2025-08-22,Pulse Earbuds,Audio,South,Partner,J. Okafor,3,129.0,0.1,278.64
2025-08-22,Nimbus Tablet Mini,Tablets,East,Partner,A. Rahman,1,429.0,0,343.2
2025-08-23,Cobalt Mouse,Accessories,North,Retail,A. Rahman,5,59.0,0,265.5
2025-08-23,Pulse Headphones,Audio,South,Partner,A. Rahman,3,249.0,0.15,507.96
2025-08-23,Aurora Laptop 16,Laptops,West,Partner,M. Silva,3,1699.0,0,4077.6
2025-08-23,Aurora Laptop 16,Laptops,North,Retail,K. Tanaka,7,1699.0,0,10703.7
2025-08-23,Cobalt Keyboard,Accessories,North,Retail,L. Dubois,2,89.0,0.05,152.19
2025-08-24,Aurora Laptop 16,Laptops,South,Online,A. Rahman,1,1699.0,0.15,1660.77
2025-08-24,Aurora Laptop 14,Laptops,South,Partner,M. Silva,3,1299.0,0,3117.6
2025-08-24,Vertex Monitor 32,Displays,West,Partner,M. Silva,5,549.0,0,2196.0
2025-08-24,Pulse Headphones,Audio,South,Partner,A. Rahman,4,249.0,0,796.8
2025-08-24,Pulse Headphones,Audio,West,Online,J. Okafor,8,249.0,0,2290.8
2025-08-24,Pulse Earbuds,Audio,West,Partner,A. Rahman,2,129.0,0,206.4
2025-08-25,Cobalt Keyboard,Accessories,South,Retail,L. Dubois,5,89.0,0,400.5
2025-08-25,Pulse Earbuds,Audio,West,Partner,J. Okafor,7,129.0,0,722.4
2025-08-25,Nimbus Tablet 11,Tablets,South,Online,J. Okafor,3,649.0,0.1,2015.14
2025-08-25,Vertex Monitor 27,Displays,South,Partner,J. Okafor,8,379.0,0.1,2183.04
2025-08-25,Pulse Earbuds,Audio,North,Partner,M. Silva,1,129.0,0,103.2
2025-08-26,Aurora Laptop 14,Laptops,East,Retail,M. Silva,5,1299.0,0.05,5553.23
2025-08-26,Vertex Monitor 32,Displays,East,Online,A. Rahman,6,549.0,0,3788.1
2025-08-26,Cobalt Mouse,Accessories,East,Partner,L. Dubois,4,59.0,0.1,169.92
2025-08-27,Cobalt Mouse,Accessories,South,Online,K. Tanaka,4,59.0,0.15,230.69
2025-08-27,Nimbus Tablet 11,Tablets,West,Partner,M. Silva,3,649.0,0.15,1323.96
2025-08-27,Nimbus Tablet 11,Tablets,West,Retail,A. Rahman,4,649.0,0,2336.4
2025-08-28,Aurora Laptop 14,Laptops,East,Retail,J. Okafor,6,1299.0,0,7014.6
2025-08-28,Nimbus Tablet Mini,Tablets,North,Online,K. Tanaka,17,429.0,0.1,7548.25
2025-08-28,Pulse Earbuds,Audio,West,Online,K. Tanaka,2,129.0,0.05,281.86
2025-08-28,Aurora Laptop 14,Laptops,West,Partner,L. Dubois,4,1299.0,0.15,3533.28
2025-08-28,Cobalt Mouse,Accessories,North,Partner,K. Tanaka,12,59.0,0,566.4
2025-08-29,Aurora Laptop 14,Laptops,South,Partner,L. Dubois,1,1299.0,0,1039.2
2025-08-29,Vertex Monitor 27,Displays,North,Online,K. Tanaka,4,379.0,0,1743.4
2025-08-29,Vertex Monitor 27,Displays,East,Retail,A. Rahman,3,379.0,0.1,920.97
2025-08-29,Cobalt Keyboard,Accessories,South,Retail,K. Tanaka,5,89.0,0.15,340.43
2025-08-29,Aurora Laptop 16,Laptops,North,Online,L. Dubois,9,1699.0,0.15,14946.95
2025-08-30,Vertex Monitor 27,Displays,West,Retail,A. Rahman,1,379.0,0.05,324.05
2025-08-30,Nimbus Tablet 11,Tablets,West,Partner,A. Rahman,7,649.0,0.05,3452.68
2025-08-30,Pulse Headphones,Audio,East,Partner,J. Okafor,1,249.0,0.15,169.32
2025-08-31,Aurora Laptop 16,Laptops,North,Partner,K. Tanaka,2,1699.0,0.1,2446.56
2025-08-31,Cobalt Keyboard,Accessories,South,Retail,K. Tanaka,4,89.0,0.1,288.36
2025-09-01,Nimbus Tablet 11,Tablets,East,Partner,J. Okafor,10,649.0,0,5192.0
2025-09-01,Nimbus Tablet 11,Tablets,North,Retail,M. Silva,2,649.0,0,1168.2
2025-09-02,Pulse Headphones,Audio,South,Online,L. Dubois,10,249.0,0,2863.5
2025-09-02,Pulse Headphones,Audio,North,Retail,K. Tanaka,1,249.0,0.05,212.89
2025-09-02,Cobalt Keyboard,Accessories,North,Partner,K. Tanaka,9,89.0,0.1,576.72
2025-09-02,Vertex Monitor 32,Displays,West,Retail,L. Dubois,4,549.0,0,1976.4
2025-09-02,Cobalt Mouse,Accessories,North,Online,L. Dubois,9,59.0,0.15,519.05
2025-09-03,Aurora Laptop 14,Laptops,South,Online,M. Silva,3,1299.0,0,4481.55
2025-09-03,Aurora Laptop 14,Laptops,South,Online,M. Silva,2,1299.0,0,2987.7
2025-09-03,Aurora Laptop 16,Laptops,North,Online,J. Okafor,1,1699.0,0.05,1856.16
2025-09-04,Pulse Headphones,Audio,South,Retail,A. Rahman,5,249.0,0,1120.5
2025-09-04,Pulse Headphones,Audio,East,Retail,A. Rahman,3,249.0,0.05,638.68
2025-09-04,Vertex Monitor 27,Displays,North,Retail,M. Silva,5,379.0,0,1705.5
2025-09-05,Vertex Monitor 27,Displays,South,Partner,L. Dubois,5,379.0,0,1516.0
2025-09-05,Aurora Laptop 14,Laptops,North,Partner,K. Tanaka,6,1299.0,0,6235.2
2025-09-05,Cobalt Mouse,Accessories,East,Retail,M. Silva,1,59.0,0.1,47.79
2025-09-05,Pulse Headphones,Audio,East,Online,K. Tanaka,3,249.0,0.15,730.19
2025-09-05,Vertex Monitor 32,Displays,South,Partner,M. Silva,3,549.0,0,1317.6
2025-09-05,Nimbus Tablet Mini,Tablets,North,Online,J. Okafor,12,429.0,0,5920.2
2025-09-06,Vertex Monitor 27,Displays,West,Online,M. Silva,4,379.0,0,1743.4
2025-09-06,Cobalt Keyboard,Accessories,South,Online,A. Rahman,1,89.0,0,102.35
2025-09-06,Pulse Headphones,Audio,East,Partner,M. Silva,1,249.0,0.1,179.28
2025-09-06,Aurora Laptop 14,Laptops,North,Partner,L. Dubois,3,1299.0,0.1,2805.84
2025-09-06,Aurora Laptop 14,Laptops,South,Online,M. Silva,5,1299.0,0,7469.25
2025-09-06,Vertex Monitor 32,Displays,West,Online,K. Tanaka,2,549.0,0.15,1073.29
2025-09-07,Pulse Earbuds,Audio,West,Retail,A. Rahman,2,129.0,0.15,197.37
2025-09-07,Cobalt Keyboard,Accessories,East,Partner,A. Rahman,4,89.0,0.1,256.32
2025-09-07,Nimbus Tablet Mini,Tablets,East,Retail,J. Okafor,2,429.0,0,772.2
2025-09-07,Pulse Headphones,Audio,North,Retail,L. Dubois,8,249.0,0,1792.8
2025-09-07,Cobalt Mouse,Accessories,West,Online,A. Rahman,3,59.0,0.1,183.19
2025-09-07,Pulse Headphones,Audio,East,Partner,J. Okafor,6,249.0,0.05,1135.44
2025-09-08,Vertex Monitor 32,Displays,East,Online,M. Silva,6,549.0,0.1,3409.29
2025-09-08,Nimbus Tablet 11,Tablets,North,Retail,K. Tanaka,8,649.0,0,4672.8
2025-09-08,Cobalt Keyboard,Accessories,North,Retail,J. Okafor,1,89.0,0.1,72.09
2025-09-08,Nimbus Tablet Mini,Tablets,East,Retail,J. Okafor,5,429.0,0,1930.5
2025-09-09,Cobalt Keyboard,Accessories,South,Online,A. Rahman,2,89.0,0.15,173.99
2025-09-09,Vertex Monitor 32,Displays,West,Partner,A. Rahman,6,549.0,0,2635.2
2025-09-10,Aurora Laptop 16,Laptops,East,Retail,A. Rahman,5,1699.0,0,7645.5
2025-09-10,Cobalt Keyboard,Accessories,East,Online,M. Silva,3,89.0,0,307.05
2025-09-10,Nimbus Tablet Mini,Tablets,South,Retail,L. Dubois,4,429.0,0,1544.4
2025-09-10,Pulse Earbuds,Audio,West,Partner,A. Rahman,6,129.0,0,619.2
2025-09-10,Aurora Laptop 14,Laptops,North,Online,M. Silva,8,1299.0,0.1,10755.72
2025-09-10,Cobalt Keyboard,Accessories,East,Retail,L. Dubois,9,89.0,0,720.9
2025-09-11,Nimbus Tablet 11,Tablets,North,Retail,M. Silva,12,649.0,0.1,6308.28
2025-09-11,Cobalt Keyboard,Accessories,West,Online,A. Rahman,7,89.0,0.15,608.98
2025-09-11,Aurora Laptop 16,Laptops,West,Online,K. Tanaka,8,1699.0,0,15630.8
2025-09-12,Nimbus Tablet 11,Tablets,West,Partner,L. Dubois,4,649.0,0,2076.8
2025-09-12,Aurora Laptop 16,Laptops,West,Partner,A. Rahman,7,1699.0,0,9514.4
2025-09-12,Vertex Monitor 32,Displays,North,Retail,K. Tanaka,5,549.0,0.05,2346.97
2025-09-12,Nimbus Tablet Mini,Tablets,South,Online,M. Silva,8,429.0,0.1,3552.12
2025-09-12,Pulse Earbuds,Audio,West,Online,K. Tanaka,4,129.0,0,593.4
2025-09-13,Aurora Laptop 14,Laptops,North,Retail,M. Silva,1,1299.0,0,1169.1
2025-09-13,Vertex Monitor 32,Displays,West,Online,J. Okafor,3,549.0,0.1,1704.64
2025-09-13,Cobalt Keyboard,Accessories,North,Retail,A. Rahman,7,89.0,0.15,476.59
2025-09-13,Pulse Earbuds,Audio,North,Retail,J. Okafor,2,129.0,0.05,220.59
2025-09-13,Cobalt Mouse,Accessories,South,Partner,K. Tanaka,3,59.0,0,141.6
2025-09-14,Aurora Laptop 16,Laptops,East,Online,L. Dubois,5,1699.0,0.05,9280.79
2025-09-14,Pulse Earbuds,Audio,South,Online,A. Rahman,1,129.0,0.15,126.1
2025-09-14,Cobalt Mouse,Accessories,West,Online,A. Rahman,2,59.0,0.1,122.13
2025-09-14,Vertex Monitor 32,Displays,South,Retail,A. Rahman,2,549.0,0.05,938.79
2025-09-14,Cobalt Mouse,Accessories,North,Partner,M. Silva,7,59.0,0.05,313.88
2025-09-15,Aurora Laptop 14,Laptops,North,Online,L. Dubois,1,1299.0,0,1493.85
2025-09-15,Aurora Laptop 14,Laptops,South,Partner,L. Dubois,6,1299.0,0.05,5923.44
2025-09-15,Cobalt Mouse,Accessories,West,Online,M. Silva,8,59.0,0,542.8
2025-09-15,Pulse Headphones,Audio,East,Retail,L. Dubois,4,249.0,0,896.4
2025-09-15,Aurora Laptop 14,Laptops,West,Online,A. Rahman,1,1299.0,0,1493.85
2025-09-16,Cobalt Keyboard,Accessories,North,Online,A. Rahman,5,89.0,0,511.75
2025-09-16,Pulse Headphones,Audio,North,Online,L. Dubois,1,249.0,0.05,272.03
2025-09-16,Vertex Monitor 27,Displays,East,Partner,J. Okafor,4,379.0,0.1,1091.52
2025-09-16,Nimbus Tablet 11,Tablets,West,Online,L. Dubois,7,649.0,0,5224.45
2025-09-17,Pulse Earbuds,Audio,West,Online,J. Okafor,4,129.0,0,593.4
2025-09-17,Aurora Laptop 14,Laptops,North,Partner,J. Okafor,14,1299.0,0,14548.8
2025-09-17,Vertex Monitor 32,Displays,West,Online,K. Tanaka,9,549.0,0.05,5398.04
2025-09-17,Cobalt Mouse,Accessories,West,Partner,K. Tanaka,7,59.0,0,330.4
2025-09-17,Cobalt Keyboard,Accessories,West,Partner,J. Okafor,6,89.0,0,427.2
2025-09-18,Cobalt Mouse,Accessories,North,Partner,J. Okafor,4,59.0,0.05,179.36
2025-09-18,Cobalt Keyboard,Accessories,East,Retail,A. Rahman,9,89.0,0,720.9
2025-09-18,Cobalt Mouse,Accessories,West,Partner,A. Rahman,4,59.0,0,188.8
2025-09-18,Cobalt Mouse,Accessories,West,Partner,M. Silva,9,59.0,0.1,382.32
2025-09-18,Vertex Monitor 32,Displays,North,Partner,A. Rahman,10,549.0,0.1,3952.8
2025-09-19,Vertex Monitor 32,Displays,North,Partner,L. Dubois,3,549.0,0,1317.6
2025-09-19,Aurora Laptop 14,Laptops,East,Partner,K. Tanaka,2,1299.0,0,2078.4
2025-09-19,Vertex Monitor 32,Displays,West,Partner,M. Silva,5,549.0,0,2196.0
2025-09-20,Aurora Laptop 14,Laptops,East,Partner,M. Silva,2,1299.0,0.1,1870.56
2025-09-20,Aurora Laptop 14,Laptops,West,Partner,L. Dubois,4,1299.0,0,4156.8
2025-09-20,Aurora Laptop 14,Laptops,East,Retail,J. Okafor,5,1299.0,0,5845.5
2025-09-21,Aurora Laptop 16,Laptops,East,Retail,A. Rahman,5,1699.0,0,7645.5
2025-09-21,Aurora Laptop 16,Laptops,South,Partner,J. Okafor,4,1699.0,0.15,4621.28
2025-09-21,Vertex Monitor 32,Displays,East,Online,J. Okafor,4,549.0,0.05,2399.13
2025-09-21,Cobalt Keyboard,Accessories,North,Retail,J. Okafor,9,89.0,0,720.9
2025-09-21,Cobalt Mouse,Accessories,South,Retail,J. Okafor,3,59.0,0.05,151.34
2025-09-21,Vertex Monitor 32,Displays,South,Online,M. Silva,1,549.0,0.1,568.22
2025-09-22,Pulse Headphones,Audio,North,Online,K. Tanaka,9,249.0,0,2577.15
2025-09-22,Cobalt Keyboard,Accessories,South,Retail,K. Tanaka,7,89.0,0.15,476.59
2025-09-23,Pulse Headphones,Audio,South,Partner,K. Tanaka,5,249.0,0.05,946.2
2025-09-23,Pulse Earbuds,Audio,North,Online,M. Silva,7,129.0,0.1,934.61
2025-09-23,Vertex Monitor 27,Displays,East,Retail,L. Dubois,5,379.0,0,1705.5
2025-09-23,Vertex Monitor 27,Displays,West,Partner,J. Okafor,10,379.0,0.15,2577.2
2025-09-23,Cobalt Mouse,Accessories,South,Partner,M. Silva,3,59.0,0,141.6
2025-09-24,Aurora Laptop 14,Laptops,North,Online,K. Tanaka,12,1299.0,0,17926.2
2025-09-24,Aurora Laptop 16,Laptops,North,Partner,M. Silva,5,1699.0,0,6796.0
2025-09-24,Nimbus Tablet Mini,Tablets,North,Online,A. Rahman,8,429.0,0.1,3552.12
2025-09-24,Aurora Laptop 14,Laptops,South,Partner,A. Rahman,2,1299.0,0,2078.4
2025-09-24,Cobalt Mouse,Accessories,South,Retail,L. Dubois,2,59.0,0.15,90.27
2025-09-24,Nimbus Tablet 11,Tablets,North,Partner,A. Rahman,8,649.0,0.15,3530.56
2025-09-25,Pulse Headphones,Audio,West,Partner,M. Silva,7,249.0,0.15,1185.24
2025-09-25,Pulse Headphones,Audio,South,Online,M. Silva,4,249.0,0.05,1088.13
2025-09-25,Aurora Laptop 14,Laptops,East,Retail,K. Tanaka,7,1299.0,0,8183.7
2025-09-25,Aurora Laptop 16,Laptops,West,Online,A. Rahman,4,1699.0,0.05,7424.63
2025-09-25,Nimbus Tablet 11,Tablets,West,Online,A. Rahman,4,649.0,0.1,2686.86
2025-09-26,Pulse Headphones,Audio,North,Online,K. Tanaka,11,249.0,0,3149.85
2025-09-26,Aurora Laptop 14,Laptops,West,Online,A. Rahman,7,1299.0,0.15,8888.41
2025-09-26,Aurora Laptop 14,Laptops,West,Retail,L. Dubois,7,1299.0,0.05,7774.52
2025-09-26,Aurora Laptop 14,Laptops,West,Retail,K. Tanaka,7,1299.0,0.05,7774.52
2025-09-26,Aurora Laptop 16,Laptops,South,Online,A. Rahman,2,1699.0,0.05,3712.31
2025-09-27,Cobalt Keyboard,Accessories,East,Retail,M. Silva,6,89.0,0.15,408.51
2025-09-27,Vertex Monitor 27,Displays,North,Partner,L. Dubois,9,379.0,0,2728.8
2025-09-27,Pulse Earbuds,Audio,North,Retail,J. Okafor,5,129.0,0,580.5
2025-09-27,Nimbus Tablet 11,Tablets,North,Retail,A. Rahman,4,649.0,0.05,2219.58
2025-09-27,Pulse Earbuds,Audio,West,Online,K. Tanaka,2,129.0,0.15,252.19
2025-09-27,Nimbus Tablet Mini,Tablets,South,Online,J. Okafor,4,429.0,0.1,1776.06
2025-09-28,Vertex Monitor 27,Displays,North,Partner,M. Silva,9,379.0,0.15,2319.48
2025-09-28,Vertex Monitor 32,Displays,West,Online,A. Rahman,4,549.0,0.15,2146.59
2025-09-28,Vertex Monitor 27,Displays,North,Online,L. Dubois,5,379.0,0.15,1852.36
2025-09-28,Vertex Monitor 32,Displays,South,Partner,J. Okafor,1,549.0,0,439.2
2025-09-28,Vertex Monitor 32,Displays,North,Retail,A. Rahman,2,549.0,0.1,889.38
2025-09-29,Nimbus Tablet 11,Tablets,North,Online,K. Tanaka,2,649.0,0,1492.7
2025-09-29,Cobalt Mouse,Accessories,South,Partner,A. Rahman,1,59.0,0,47.2
2025-09-29,Aurora Laptop 16,Laptops,West,Partner,K. Tanaka,6,1699.0,0,8155.2
2025-09-30,Vertex Monitor 27,Displays,East,Online,L. Dubois,4,379.0,0.15,1481.89
2025-09-30,Cobalt Keyboard,Accessories,South,Retail,L. Dubois,7,89.0,0,560.7
2025-09-30,Nimbus Tablet 11,Tablets,East,Online,M. Silva,1,649.0,0,746.35
2025-09-30,Nimbus Tablet 11,Tablets,West,Online,J. Okafor,4,649.0,0.05,2836.13
2025-10-01,Aurora Laptop 14,Laptops,South,Online,L. Dubois,2,1299.0,0.15,2539.54
2025-10-01,Vertex Monitor 27,Displays,South,Online,J. Okafor,8,379.0,0,3486.8
2025-10-01,Aurora Laptop 16,Laptops,East,Retail,K. Tanaka,7,1699.0,0.15,9098.15
2025-10-01,Nimbus Tablet 11,Tablets,South,Online,J. Okafor,4,649.0,0.05,2836.13
2025-10-01,Nimbus Tablet 11,Tablets,North,Partner,K. Tanaka,5,649.0,0,2596.0
2025-10-01,Cobalt Mouse,Accessories,North,Partner,A. Rahman,13,59.0,0.05,582.92
2025-10-02,Nimbus Tablet Mini,Tablets,South,Online,A. Rahman,4,429.0,0.1,1776.06
2025-10-02,Cobalt Mouse,Accessories,East,Partner,J. Okafor,4,59.0,0.15,160.48
2025-10-02,Pulse Headphones,Audio,North,Online,J. Okafor,10,249.0,0,2863.5
2025-10-02,Vertex Monitor 32,Displays,West,Online,M. Silva,13,549.0,0,8207.55
2025-10-02,Pulse Headphones,Audio,South,Retail,M. Silva,14,249.0,0,3137.4
2025-10-02,Cobalt Mouse,Accessories,West,Online,J. Okafor,9,59.0,0.1,549.59
2025-10-03,Aurora Laptop 14,Laptops,West,Partner,A. Rahman,9,1299.0,0,9352.8
2025-10-03,Nimbus Tablet Mini,Tablets,West,Partner,M. Silva,4,429.0,0.15,1166.88
2025-10-03,Nimbus Tablet Mini,Tablets,North,Retail,A. Rahman,8,429.0,0,3088.8
2025-10-04,Vertex Monitor 27,Displays,South,Retail,K. Tanaka,5,379.0,0.1,1534.95
2025-10-04,Aurora Laptop 14,Laptops,West,Online,L. Dubois,5,1299.0,0,7469.25
2025-10-04,Vertex Monitor 32,Displays,South,Retail,M. Silva,3,549.0,0,1482.3
2025-10-05,Nimbus Tablet Mini,Tablets,East,Online,L. Dubois,8,429.0,0,3946.8
2025-10-05,Aurora Laptop 14,Laptops,East,Online,J. Okafor,9,1299.0,0.05,12772.42
2025-10-05,Pulse Earbuds,Audio,South,Retail,J. Okafor,7,129.0,0.1,731.43
2025-10-05,Cobalt Mouse,Accessories,South,Partner,K. Tanaka,10,59.0,0,472.0
2025-10-06,Vertex Monitor 32,Displays,South,Partner,K. Tanaka,6,549.0,0.05,2503.44
2025-10-06,Pulse Headphones,Audio,North,Partner,M. Silva,1,249.0,0,199.2
2025-10-06,Vertex Monitor 27,Displays,South,Partner,L. Dubois,10,379.0,0,3032.0
2025-10-06,Aurora Laptop 14,Laptops,West,Online,A. Rahman,12,1299.0,0.1,16133.58
2025-10-06,Vertex Monitor 27,Displays,West,Retail,A. Rahman,9,379.0,0.15,2609.41
2025-10-06,Vertex Monitor 32,Displays,West,Online,K. Tanaka,14,549.0,0.15,7513.06
2025-10-07,Nimbus Tablet 11,Tablets,East,Retail,A. Rahman,12,649.0,0,7009.2
2025-10-07,Aurora Laptop 14,Laptops,West,Partner,L. Dubois,6,1299.0,0.1,5611.68
2025-10-07,Aurora Laptop 14,Laptops,West,Retail,K. Tanaka,14,1299.0,0,16367.4
2025-10-08,Pulse Earbuds,Audio,West,Partner,K. Tanaka,2,129.0,0,206.4
2025-10-08,Pulse Earbuds,Audio,North,Retail,M. Silva,2,129.0,0.05,220.59
2025-10-08,Cobalt Mouse,Accessories,South,Partner,A. Rahman,14,59.0,0.15,561.68
2025-10-09,Pulse Earbuds,Audio,North,Online,M. Silva,16,129.0,0.05,2254.92
2025-10-09,Vertex Monitor 32,Displays,North,Retail,A. Rahman,5,549.0,0.15,2099.93
2025-10-09,Cobalt Keyboard,Accessories,South,Online,J. Okafor,11,89.0,0,1125.85
2025-10-09,Cobalt Keyboard,Accessories,North,Partner,J. Okafor,1,89.0,0.1,64.08
2025-10-09,Nimbus Tablet Mini,Tablets,East,Retail,L. Dubois,10,429.0,0,3861.0
2025-10-09,Vertex Monitor 27,Displays,East,Online,L. Dubois,13,379.0,0.05,5382.75
2025-10-10,Aurora Laptop 16,Laptops,West,Partner,L. Dubois,9,1699.0,0.1,11009.52
2025-10-10,Pulse Headphones,Audio,West,Partner,A. Rahman,4,249.0,0.15,677.28
2025-10-10,Nimbus Tablet Mini,Tablets,West,Online,K. Tanaka,12,429.0,0,5920.2
2025-10-10,Nimbus Tablet 11,Tablets,East,Online,J. Okafor,11,649.0,0.15,6978.37
2025-10-10,Vertex Monitor 32,Displays,South,Online,A. Rahman,9,549.0,0.1,5113.94
2025-10-10,Pulse Headphones,Audio,West,Partner,K. Tanaka,6,249.0,0,1195.2
2025-10-11,Aurora Laptop 14,Laptops,East,Online,A. Rahman,5,1299.0,0,7469.25
2025-10-11,Nimbus Tablet Mini,Tablets,East,Retail,K. Tanaka,2,429.0,0,772.2
2025-10-11,Cobalt Mouse,Accessories,West,Retail,L. Dubois,3,59.0,0,159.3
2025-10-11,Nimbus Tablet 11,Tablets,East,Online,M. Silva,6,649.0,0,4478.1
2025-10-11,Aurora Laptop 14,Laptops,South,Retail,K. Tanaka,3,1299.0,0,3507.3
2025-10-12,Cobalt Mouse,Accessories,South,Partner,J. Okafor,3,59.0,0,141.6
2025-10-12,Nimbus Tablet 11,Tablets,South,Online,M. Silva,4,649.0,0,2985.4
2025-10-12,Cobalt Mouse,Accessories,South,Retail,A. Rahman,5,59.0,0.1,238.95
2025-10-13,Pulse Earbuds,Audio,South,Retail,L. Dubois,9,129.0,0.05,992.66
2025-10-13,Nimbus Tablet 11,Tablets,East,Online,J. Okafor,13,649.0,0.05,9217.42
2025-10-13,Vertex Monitor 32,Displays,East,Online,L. Dubois,6,549.0,0,3788.1
